match_id,model_version,prediction_timestamp,source_snapshot_timestamp,kickoff_utc,approval_status,row_index,valid,reasons
2026_K_0627_ConUzb,M5_25_75,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-27T23:30:00+00:00,shadow,160,True,
2026_J_0628_AlgAus,M1_B1,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-28T02:00:00+00:00,approved,161,True,
2026_J_0628_AlgAus,M2_market,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-28T02:00:00+00:00,shadow,162,True,
2026_J_0628_AlgAus,M3_75_25,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-28T02:00:00+00:00,shadow,163,True,
2026_J_0628_AlgAus,M4_50_50,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-28T02:00:00+00:00,shadow,164,True,
2026_J_0628_AlgAus,M5_25_75,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-28T02:00:00+00:00,shadow,165,True,
2026_J_0628_JorArg,M1_B1,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-28T02:00:00+00:00,approved,166,True,
2026_J_0628_JorArg,M2_market,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-28T02:00:00+00:00,shadow,167,True,
2026_J_0628_JorArg,M3_75_25,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-28T02:00:00+00:00,shadow,168,True,
2026_J_0628_JorArg,M4_50_50,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-28T02:00:00+00:00,shadow,169,True,
2026_J_0628_JorArg,M5_25_75,2026-06-21T18:08:27.495003+00:00,2026-06-21T18:06:34.773477+00:00,2026-06-28T02:00:00+00:00,shadow,170,True,
2026_H_0621_UruCap,M1_B1,2026-06-21T18:24:03.935618+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-21T22:00:00+00:00,approved,171,True,
2026_H_0621_UruCap,M2_market,2026-06-21T18:24:03.935654+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-21T22:00:00+00:00,shadow,172,True,
2026_H_0621_UruCap,M3_75_25,2026-06-21T18:24:03.935673+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-21T22:00:00+00:00,shadow,173,True,
2026_H_0621_UruCap,M4_50_50,2026-06-21T18:24:03.935689+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-21T22:00:00+00:00,shadow,174,True,
2026_H_0621_UruCap,M5_25_75,2026-06-21T18:24:03.935704+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-21T22:00:00+00:00,shadow,175,True,
2026_G_0622_NewEgy,M1_B1,2026-06-21T18:24:03.935995+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T01:00:00+00:00,approved,176,True,
2026_G_0622_NewEgy,M2_market,2026-06-21T18:24:03.936018+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T01:00:00+00:00,shadow,177,True,
2026_G_0622_NewEgy,M3_75_25,2026-06-21T18:24:03.936035+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T01:00:00+00:00,shadow,178,True,
2026_G_0622_NewEgy,M4_50_50,2026-06-21T18:24:03.936049+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T01:00:00+00:00,shadow,179,True,
2026_G_0622_NewEgy,M5_25_75,2026-06-21T18:24:03.936063+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T01:00:00+00:00,shadow,180,True,
2026_J_0622_ArgAus,M1_B1,2026-06-21T18:24:03.936278+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T17:00:00+00:00,approved,181,True,
2026_J_0622_ArgAus,M2_market,2026-06-21T18:24:03.936298+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T17:00:00+00:00,shadow,182,True,
2026_J_0622_ArgAus,M3_75_25,2026-06-21T18:24:03.936313+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T17:00:00+00:00,shadow,183,True,
2026_J_0622_ArgAus,M4_50_50,2026-06-21T18:24:03.936326+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T17:00:00+00:00,shadow,184,True,
2026_J_0622_ArgAus,M5_25_75,2026-06-21T18:24:03.936339+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T17:00:00+00:00,shadow,185,True,
2026_I_0622_FraIra,M1_B1,2026-06-21T18:24:03.936551+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T21:00:00+00:00,approved,186,True,
2026_I_0622_FraIra,M2_market,2026-06-21T18:24:03.936570+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T21:00:00+00:00,shadow,187,True,
2026_I_0622_FraIra,M3_75_25,2026-06-21T18:24:03.936584+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T21:00:00+00:00,shadow,188,True,
2026_I_0622_FraIra,M4_50_50,2026-06-21T18:24:03.936597+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T21:00:00+00:00,shadow,189,True,
2026_I_0622_FraIra,M5_25_75,2026-06-21T18:24:03.936610+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-22T21:00:00+00:00,shadow,190,True,
2026_I_0623_NorSen,M1_B1,2026-06-21T18:24:03.936846+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T00:00:00+00:00,approved,191,True,
2026_I_0623_NorSen,M2_market,2026-06-21T18:24:03.936864+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T00:00:00+00:00,shadow,192,True,
2026_I_0623_NorSen,M3_75_25,2026-06-21T18:24:03.936878+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T00:00:00+00:00,shadow,193,True,
2026_I_0623_NorSen,M4_50_50,2026-06-21T18:24:03.936892+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T00:00:00+00:00,shadow,194,True,
2026_I_0623_NorSen,M5_25_75,2026-06-21T18:24:03.936905+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T00:00:00+00:00,shadow,195,True,
2026_J_0623_JorAlg,M1_B1,2026-06-21T18:24:03.937105+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T03:00:00+00:00,approved,196,True,
2026_J_0623_JorAlg,M2_market,2026-06-21T18:24:03.937124+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T03:00:00+00:00,shadow,197,True,
2026_J_0623_JorAlg,M3_75_25,2026-06-21T18:24:03.937138+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T03:00:00+00:00,shadow,198,True,
2026_J_0623_JorAlg,M4_50_50,2026-06-21T18:24:03.937151+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T03:00:00+00:00,shadow,199,True,
2026_J_0623_JorAlg,M5_25_75,2026-06-21T18:24:03.937164+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T03:00:00+00:00,shadow,200,True,
2026_K_0623_PorUzb,M1_B1,2026-06-21T18:24:03.937353+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T17:00:00+00:00,approved,201,True,
2026_K_0623_PorUzb,M2_market,2026-06-21T18:24:03.937371+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T17:00:00+00:00,shadow,202,True,
2026_K_0623_PorUzb,M3_75_25,2026-06-21T18:24:03.937385+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T17:00:00+00:00,shadow,203,True,
2026_K_0623_PorUzb,M4_50_50,2026-06-21T18:24:03.937398+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T17:00:00+00:00,shadow,204,True,
2026_K_0623_PorUzb,M5_25_75,2026-06-21T18:24:03.937411+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T17:00:00+00:00,shadow,205,True,
2026_L_0623_EngGha,M1_B1,2026-06-21T18:24:03.937609+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T20:00:00+00:00,approved,206,True,
2026_L_0623_EngGha,M2_market,2026-06-21T18:24:03.937628+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T20:00:00+00:00,shadow,207,True,
2026_L_0623_EngGha,M3_75_25,2026-06-21T18:24:03.937642+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T20:00:00+00:00,shadow,208,True,
2026_L_0623_EngGha,M4_50_50,2026-06-21T18:24:03.937655+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T20:00:00+00:00,shadow,209,True,
2026_L_0623_EngGha,M5_25_75,2026-06-21T18:24:03.937667+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T20:00:00+00:00,shadow,210,True,
2026_L_0623_PanCro,M1_B1,2026-06-21T18:24:03.937855+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T23:00:00+00:00,approved,211,True,
2026_L_0623_PanCro,M2_market,2026-06-21T18:24:03.937873+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T23:00:00+00:00,shadow,212,True,
2026_L_0623_PanCro,M3_75_25,2026-06-21T18:24:03.937887+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T23:00:00+00:00,shadow,213,True,
2026_L_0623_PanCro,M4_50_50,2026-06-21T18:24:03.937901+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T23:00:00+00:00,shadow,214,True,
2026_L_0623_PanCro,M5_25_75,2026-06-21T18:24:03.937914+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-23T23:00:00+00:00,shadow,215,True,
2026_K_0624_ColCon,M1_B1,2026-06-21T18:24:03.938100+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T02:00:00+00:00,approved,216,True,
2026_K_0624_ColCon,M2_market,2026-06-21T18:24:03.938118+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T02:00:00+00:00,shadow,217,True,
2026_K_0624_ColCon,M3_75_25,2026-06-21T18:24:03.938132+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T02:00:00+00:00,shadow,218,True,
2026_K_0624_ColCon,M4_50_50,2026-06-21T18:24:03.938145+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T02:00:00+00:00,shadow,219,True,
2026_K_0624_ColCon,M5_25_75,2026-06-21T18:24:03.938158+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T02:00:00+00:00,shadow,220,True,
2026_B_0624_BosQat,M1_B1,2026-06-21T18:24:03.938343+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T19:00:00+00:00,approved,221,True,
2026_B_0624_SwiCan,M1_B1,2026-06-21T18:24:03.938533+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T19:00:00+00:00,approved,222,True,
2026_B_0624_SwiCan,M2_market,2026-06-21T18:24:03.938552+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T19:00:00+00:00,shadow,223,True,
2026_B_0624_SwiCan,M3_75_25,2026-06-21T18:24:03.938566+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T19:00:00+00:00,shadow,224,True,
2026_B_0624_SwiCan,M4_50_50,2026-06-21T18:24:03.938579+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T19:00:00+00:00,shadow,225,True,
2026_B_0624_SwiCan,M5_25_75,2026-06-21T18:24:03.938592+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T19:00:00+00:00,shadow,226,True,
2026_C_0624_MorHai,M1_B1,2026-06-21T18:24:03.938781+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T22:00:00+00:00,approved,227,True,
2026_C_0624_MorHai,M2_market,2026-06-21T18:24:03.938800+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T22:00:00+00:00,shadow,228,True,
2026_C_0624_MorHai,M3_75_25,2026-06-21T18:24:03.938814+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T22:00:00+00:00,shadow,229,True,
2026_C_0624_MorHai,M4_50_50,2026-06-21T18:24:03.938827+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T22:00:00+00:00,shadow,230,True,
2026_C_0624_MorHai,M5_25_75,2026-06-21T18:24:03.938840+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T22:00:00+00:00,shadow,231,True,
2026_C_0624_ScoBra,M1_B1,2026-06-21T18:24:03.939027+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T22:00:00+00:00,approved,232,True,
2026_C_0624_ScoBra,M2_market,2026-06-21T18:24:03.939044+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T22:00:00+00:00,shadow,233,True,
2026_C_0624_ScoBra,M3_75_25,2026-06-21T18:24:03.939058+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T22:00:00+00:00,shadow,234,True,
2026_C_0624_ScoBra,M4_50_50,2026-06-21T18:24:03.939074+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T22:00:00+00:00,shadow,235,True,
2026_C_0624_ScoBra,M5_25_75,2026-06-21T18:24:03.939093+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-24T22:00:00+00:00,shadow,236,True,
2026_A_0625_CzeMex,M1_B1,2026-06-21T18:24:03.939319+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T01:00:00+00:00,approved,237,True,
2026_A_0625_CzeMex,M2_market,2026-06-21T18:24:03.939339+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T01:00:00+00:00,shadow,238,True,
2026_A_0625_CzeMex,M3_75_25,2026-06-21T18:24:03.939354+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T01:00:00+00:00,shadow,239,True,
2026_A_0625_CzeMex,M4_50_50,2026-06-21T18:24:03.939367+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T01:00:00+00:00,shadow,240,True,
2026_A_0625_CzeMex,M5_25_75,2026-06-21T18:24:03.939380+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T01:00:00+00:00,shadow,241,True,
2026_A_0625_SouKor,M1_B1,2026-06-21T18:24:03.939584+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T01:00:00+00:00,approved,242,True,
2026_A_0625_SouKor,M2_market,2026-06-21T18:24:03.939602+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T01:00:00+00:00,shadow,243,True,
2026_A_0625_SouKor,M3_75_25,2026-06-21T18:24:03.939616+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T01:00:00+00:00,shadow,244,True,
2026_A_0625_SouKor,M4_50_50,2026-06-21T18:24:03.939630+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T01:00:00+00:00,shadow,245,True,
2026_A_0625_SouKor,M5_25_75,2026-06-21T18:24:03.939642+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T01:00:00+00:00,shadow,246,True,
2026_E_0625_CurIvo,M1_B1,2026-06-21T18:24:03.939830+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T20:00:00+00:00,approved,247,True,
2026_E_0625_CurIvo,M2_market,2026-06-21T18:24:03.939850+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T20:00:00+00:00,shadow,248,True,
2026_E_0625_CurIvo,M3_75_25,2026-06-21T18:24:03.939864+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T20:00:00+00:00,shadow,249,True,
2026_E_0625_CurIvo,M4_50_50,2026-06-21T18:24:03.939877+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T20:00:00+00:00,shadow,250,True,
2026_E_0625_CurIvo,M5_25_75,2026-06-21T18:24:03.939890+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T20:00:00+00:00,shadow,251,True,
2026_E_0625_EcuGer,M1_B1,2026-06-21T18:24:03.940076+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T20:00:00+00:00,approved,252,True,
2026_E_0625_EcuGer,M2_market,2026-06-21T18:24:03.940095+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T20:00:00+00:00,shadow,253,True,
2026_E_0625_EcuGer,M3_75_25,2026-06-21T18:24:03.940109+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T20:00:00+00:00,shadow,254,True,
2026_E_0625_EcuGer,M4_50_50,2026-06-21T18:24:03.940122+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T20:00:00+00:00,shadow,255,True,
2026_E_0625_EcuGer,M5_25_75,2026-06-21T18:24:03.940135+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T20:00:00+00:00,shadow,256,True,
2026_F_0625_JapSwe,M1_B1,2026-06-21T18:24:03.940322+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T23:00:00+00:00,approved,257,True,
2026_F_0625_JapSwe,M2_market,2026-06-21T18:24:03.940340+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T23:00:00+00:00,shadow,258,True,
2026_F_0625_JapSwe,M3_75_25,2026-06-21T18:24:03.940353+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T23:00:00+00:00,shadow,259,True,
2026_F_0625_JapSwe,M4_50_50,2026-06-21T18:24:03.940367+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T23:00:00+00:00,shadow,260,True,
2026_F_0625_JapSwe,M5_25_75,2026-06-21T18:24:03.940380+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T23:00:00+00:00,shadow,261,True,
2026_F_0625_TunNet,M1_B1,2026-06-21T18:24:03.940564+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T23:00:00+00:00,approved,262,True,
2026_F_0625_TunNet,M2_market,2026-06-21T18:24:03.940582+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T23:00:00+00:00,shadow,263,True,
2026_F_0625_TunNet,M3_75_25,2026-06-21T18:24:03.940596+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T23:00:00+00:00,shadow,264,True,
2026_F_0625_TunNet,M4_50_50,2026-06-21T18:24:03.940609+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T23:00:00+00:00,shadow,265,True,
2026_F_0625_TunNet,M5_25_75,2026-06-21T18:24:03.940622+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-25T23:00:00+00:00,shadow,266,True,
2026_D_0626_ParAus,M1_B1,2026-06-21T18:24:03.940805+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T02:00:00+00:00,approved,267,True,
2026_D_0626_ParAus,M2_market,2026-06-21T18:24:03.940823+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T02:00:00+00:00,shadow,268,True,
2026_D_0626_ParAus,M3_75_25,2026-06-21T18:24:03.940837+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T02:00:00+00:00,shadow,269,True,
2026_D_0626_ParAus,M4_50_50,2026-06-21T18:24:03.940850+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T02:00:00+00:00,shadow,270,True,
2026_D_0626_ParAus,M5_25_75,2026-06-21T18:24:03.940863+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T02:00:00+00:00,shadow,271,True,
2026_D_0626_TurUni,M1_B1,2026-06-21T18:24:03.941048+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T02:00:00+00:00,approved,272,True,
2026_D_0626_TurUni,M2_market,2026-06-21T18:24:03.941067+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T02:00:00+00:00,shadow,273,True,
2026_D_0626_TurUni,M3_75_25,2026-06-21T18:24:03.941081+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T02:00:00+00:00,shadow,274,True,
2026_D_0626_TurUni,M4_50_50,2026-06-21T18:24:03.941094+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T02:00:00+00:00,shadow,275,True,
2026_D_0626_TurUni,M5_25_75,2026-06-21T18:24:03.941106+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T02:00:00+00:00,shadow,276,True,
2026_I_0626_NorFra,M1_B1,2026-06-21T18:24:03.941298+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T19:00:00+00:00,approved,277,True,
2026_I_0626_NorFra,M2_market,2026-06-21T18:24:03.941315+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T19:00:00+00:00,shadow,278,True,
2026_I_0626_NorFra,M3_75_25,2026-06-21T18:24:03.941329+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T19:00:00+00:00,shadow,279,True,
2026_I_0626_NorFra,M4_50_50,2026-06-21T18:24:03.941343+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T19:00:00+00:00,shadow,280,True,
2026_I_0626_NorFra,M5_25_75,2026-06-21T18:24:03.941356+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T19:00:00+00:00,shadow,281,True,
2026_I_0626_SenIra,M1_B1,2026-06-21T18:24:03.941550+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T19:00:00+00:00,approved,282,True,
2026_I_0626_SenIra,M2_market,2026-06-21T18:24:03.941568+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T19:00:00+00:00,shadow,283,True,
2026_I_0626_SenIra,M3_75_25,2026-06-21T18:24:03.941582+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T19:00:00+00:00,shadow,284,True,
2026_I_0626_SenIra,M4_50_50,2026-06-21T18:24:03.941595+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T19:00:00+00:00,shadow,285,True,
2026_I_0626_SenIra,M5_25_75,2026-06-21T18:24:03.941608+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-26T19:00:00+00:00,shadow,286,True,
2026_H_0627_CapSau,M1_B1,2026-06-21T18:24:03.941819+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T00:00:00+00:00,approved,287,True,
2026_H_0627_CapSau,M2_market,2026-06-21T18:24:03.941837+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T00:00:00+00:00,shadow,288,True,
2026_H_0627_CapSau,M3_75_25,2026-06-21T18:24:03.941862+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T00:00:00+00:00,shadow,289,True,
2026_H_0627_CapSau,M4_50_50,2026-06-21T18:24:03.941877+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T00:00:00+00:00,shadow,290,True,
2026_H_0627_CapSau,M5_25_75,2026-06-21T18:24:03.941891+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T00:00:00+00:00,shadow,291,True,
2026_H_0627_UruSpa,M1_B1,2026-06-21T18:24:03.942092+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T00:00:00+00:00,approved,292,True,
2026_H_0627_UruSpa,M2_market,2026-06-21T18:24:03.942110+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T00:00:00+00:00,shadow,293,True,
2026_H_0627_UruSpa,M3_75_25,2026-06-21T18:24:03.942124+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T00:00:00+00:00,shadow,294,True,
2026_H_0627_UruSpa,M4_50_50,2026-06-21T18:24:03.942137+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T00:00:00+00:00,shadow,295,True,
2026_H_0627_UruSpa,M5_25_75,2026-06-21T18:24:03.942150+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T00:00:00+00:00,shadow,296,True,
2026_G_0627_EgyIra,M1_B1,2026-06-21T18:24:03.942345+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T03:00:00+00:00,approved,297,True,
2026_G_0627_EgyIra,M2_market,2026-06-21T18:24:03.942363+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T03:00:00+00:00,shadow,298,True,
2026_G_0627_EgyIra,M3_75_25,2026-06-21T18:24:03.942377+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T03:00:00+00:00,shadow,299,True,
2026_G_0627_EgyIra,M4_50_50,2026-06-21T18:24:03.942391+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T03:00:00+00:00,shadow,300,True,
2026_G_0627_EgyIra,M5_25_75,2026-06-21T18:24:03.942403+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T03:00:00+00:00,shadow,301,True,
2026_G_0627_NewBel,M1_B1,2026-06-21T18:24:03.942592+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T03:00:00+00:00,approved,302,True,
2026_G_0627_NewBel,M2_market,2026-06-21T18:24:03.942610+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T03:00:00+00:00,shadow,303,True,
2026_G_0627_NewBel,M3_75_25,2026-06-21T18:24:03.942623+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T03:00:00+00:00,shadow,304,True,
2026_G_0627_NewBel,M4_50_50,2026-06-21T18:24:03.942636+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T03:00:00+00:00,shadow,305,True,
2026_G_0627_NewBel,M5_25_75,2026-06-21T18:24:03.942649+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T03:00:00+00:00,shadow,306,True,
2026_L_0627_CroGha,M1_B1,2026-06-21T18:24:03.942838+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T21:00:00+00:00,approved,307,True,
2026_L_0627_CroGha,M2_market,2026-06-21T18:24:03.942856+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T21:00:00+00:00,shadow,308,True,
2026_L_0627_CroGha,M3_75_25,2026-06-21T18:24:03.942870+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T21:00:00+00:00,shadow,309,True,
2026_L_0627_CroGha,M4_50_50,2026-06-21T18:24:03.942882+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T21:00:00+00:00,shadow,310,True,
2026_L_0627_CroGha,M5_25_75,2026-06-21T18:24:03.942895+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T21:00:00+00:00,shadow,311,True,
2026_L_0627_PanEng,M1_B1,2026-06-21T18:24:03.943080+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T21:00:00+00:00,approved,312,True,
2026_L_0627_PanEng,M2_market,2026-06-21T18:24:03.943098+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T21:00:00+00:00,shadow,313,True,
2026_L_0627_PanEng,M3_75_25,2026-06-21T18:24:03.943111+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T21:00:00+00:00,shadow,314,True,
2026_L_0627_PanEng,M4_50_50,2026-06-21T18:24:03.943124+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T21:00:00+00:00,shadow,315,True,
2026_L_0627_PanEng,M5_25_75,2026-06-21T18:24:03.943137+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T21:00:00+00:00,shadow,316,True,
2026_K_0627_ColPor,M1_B1,2026-06-21T18:24:03.943328+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T23:30:00+00:00,approved,317,True,
2026_K_0627_ColPor,M2_market,2026-06-21T18:24:03.943346+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T23:30:00+00:00,shadow,318,True,
2026_K_0627_ColPor,M3_75_25,2026-06-21T18:24:03.943359+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T23:30:00+00:00,shadow,319,True,
2026_K_0627_ColPor,M4_50_50,2026-06-21T18:24:03.943373+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T23:30:00+00:00,shadow,320,True,
2026_K_0627_ColPor,M5_25_75,2026-06-21T18:24:03.943385+00:00,2026-06-21T18:24:03.933310+00:00,2026-06-27T23:30:00+00:00,shadow,321,True,
