official_sb_match_id,competition,season,competition_label,match_date,official_norm_home,official_norm_away,official_fulltime_result,local_bridge_id,local_sb_match_id,local_regulation_result,orientation,classification
3857295,FIFA World Cup,2022,FIFA World Cup 2022,2022-11-27,japan,costa rica,away,619f68a54810c4f6,3857295,away,same,exact
3857296,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-01,croatia,belgium,draw,1e8def55b3f1a21e,3857296,draw,same,exact
3857297,FIFA World Cup,2022,FIFA World Cup 2022,2022-11-26,poland,saudi arabia,home,9a5351fee156e820,3857297,home,same,exact
3857298,FIFA World Cup,2022,FIFA World Cup 2022,2022-11-24,portugal,ghana,home,44075a9da90df0fa,3857298,home,same,exact
3857299,FIFA World Cup,2022,FIFA World Cup 2022,2022-11-28,south korea,ghana,away,76fa3a7afcaeba4c,3857299,away,same,exact
3857300,FIFA World Cup,2022,FIFA World Cup 2022,2022-11-22,argentina,saudi arabia,away,27eb904ea4d0e17c,3857300,away,same,exact
3857301,FIFA World Cup,2022,FIFA World Cup 2022,2022-11-25,qatar,senegal,away,9d60e92a0461cd43,3857301,away,same,exact
3869117,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-03,netherlands,united states,home,1ff1dc3521f64266,3869117,home,same,exact
3869118,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-04,england,senegal,home,1f4cf880bf3deff1,3869118,home,same,exact
3869151,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-03,argentina,australia,home,b7c98632d2a8eff1,3869151,home,same,exact
3869152,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-04,france,poland,home,71e36dcf988e8c78,3869152,home,same,exact
3869219,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-05,japan,croatia,draw,9a47ce1dfd478655,3869219,draw,same,exact
3869220,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-06,morocco,spain,draw,09e73783a3424896,3869220,draw,same,exact
3869253,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-05,brazil,south korea,home,2704db125d63c82b,3869253,home,same,exact
3869254,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-06,portugal,switzerland,home,c6557c7ac49a9505,3869254,home,same,exact
3869321,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-09,netherlands,argentina,draw,8f3a95924b1c901e,3869321,draw,same,exact
3869354,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-10,england,france,away,f152fa355729153e,3869354,away,same,exact
3869420,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-09,croatia,brazil,draw,65ae6e636ad3df75,3869420,draw,same,exact
3869486,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-10,morocco,portugal,home,7d8b5113f78d2a82,3869486,home,same,exact
3869519,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-13,argentina,croatia,home,0174b58c7498fc89,3869519,home,same,exact
3869552,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-14,france,morocco,home,edf6fd456155659a,3869552,home,same,exact
3869684,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-17,croatia,morocco,home,e95886d7fbb294c3,3869684,home,same,exact
3869685,FIFA World Cup,2022,FIFA World Cup 2022,2022-12-18,argentina,france,draw,791f1fcbd9b92a78,3869685,draw,same,exact
3788741,UEFA Euro,2020,UEFA Euro 2020,2021-06-11,turkey,italy,away,713283908dc54cb9,3788741,away,same,exact
3788742,UEFA Euro,2020,UEFA Euro 2020,2021-06-12,denmark,finland,away,a020f406bb398cd2,3788742,away,same,exact
3788743,UEFA Euro,2020,UEFA Euro 2020,2021-06-12,belgium,russia,home,f0aad4d64180fc25,3788743,home,same,exact
3788744,UEFA Euro,2020,UEFA Euro 2020,2021-06-12,wales,switzerland,draw,505eb3b4c74cea39,3788744,draw,same,exact
3788745,UEFA Euro,2020,UEFA Euro 2020,2021-06-13,england,croatia,home,78fc76f069cfc8fc,3788745,home,same,exact
3788746,UEFA Euro,2020,UEFA Euro 2020,2021-06-13,netherlands,ukraine,home,b427b77b3bfacca5,3788746,home,same,exact
3788747,UEFA Euro,2020,UEFA Euro 2020,2021-06-13,austria,macedonia,home,19c3d7f47f2e0a6c,3788747,home,same,exact
3788748,UEFA Euro,2020,UEFA Euro 2020,2021-06-14,scotland,czech republic,away,32c37d211f9054b9,3788748,away,same,exact
3788749,UEFA Euro,2020,UEFA Euro 2020,2021-06-14,poland,slovakia,away,d666c699578bb19e,3788749,away,same,exact
3788750,UEFA Euro,2020,UEFA Euro 2020,2021-06-14,spain,sweden,draw,a8c0589ec43e31a0,3788750,draw,same,exact
3788751,UEFA Euro,2020,UEFA Euro 2020,2021-06-15,france,germany,home,61f7bbdfba875d80,3788751,home,same,exact
3788752,UEFA Euro,2020,UEFA Euro 2020,2021-06-15,hungary,portugal,away,29a98ad7047635aa,3788752,away,same,exact
3788753,UEFA Euro,2020,UEFA Euro 2020,2021-06-16,finland,russia,away,675e684e7109a08b,3788753,away,same,exact
3788754,UEFA Euro,2020,UEFA Euro 2020,2021-06-16,italy,switzerland,home,8b9ab1401c13abe7,3788754,home,same,exact
3788755,UEFA Euro,2020,UEFA Euro 2020,2021-06-16,turkey,wales,away,9a487d384135721f,3788755,away,same,exact
3788756,UEFA Euro,2020,UEFA Euro 2020,2021-06-17,netherlands,austria,home,a8e8ca9fde822f09,3788756,home,same,exact
3788757,UEFA Euro,2020,UEFA Euro 2020,2021-06-17,denmark,belgium,away,1ab6a85d8bd3d52f,3788757,away,same,exact
3788758,UEFA Euro,2020,UEFA Euro 2020,2021-06-17,ukraine,macedonia,home,2dd372e227590dc3,3788758,home,same,exact
3788759,UEFA Euro,2020,UEFA Euro 2020,2021-06-18,england,scotland,draw,7ad788d39ca3e3d6,3788759,draw,same,exact
3788760,UEFA Euro,2020,UEFA Euro 2020,2021-06-18,croatia,czech republic,draw,5d9fca44e1587076,3788760,draw,same,exact
3788761,UEFA Euro,2020,UEFA Euro 2020,2021-06-18,sweden,slovakia,home,bcd9d53c8a9f9c2e,3788761,home,same,exact
3788762,UEFA Euro,2020,UEFA Euro 2020,2021-06-19,spain,poland,draw,4068135b80819aa9,3788762,draw,same,exact
3788763,UEFA Euro,2020,UEFA Euro 2020,2021-06-19,hungary,france,draw,aae058f058d78442,3788763,draw,same,exact
3788764,UEFA Euro,2020,UEFA Euro 2020,2021-06-19,portugal,germany,away,32c22a692882cd2e,3788764,away,same,exact
3788765,UEFA Euro,2020,UEFA Euro 2020,2021-06-20,switzerland,turkey,home,a8edbb863e184027,3788765,home,same,exact
3788766,UEFA Euro,2020,UEFA Euro 2020,2021-06-20,italy,wales,home,76cc4b21c1b746c1,3788766,home,same,exact
3788767,UEFA Euro,2020,UEFA Euro 2020,2021-06-21,ukraine,austria,away,70f985c4d53263ea,3788767,away,same,exact
3788768,UEFA Euro,2020,UEFA Euro 2020,2021-06-21,finland,belgium,away,95f4f003e9ce66e1,3788768,away,same,exact
3788769,UEFA Euro,2020,UEFA Euro 2020,2021-06-21,russia,denmark,away,aab7e4b216c336e8,3788769,away,same,exact
3788770,UEFA Euro,2020,UEFA Euro 2020,2021-06-21,macedonia,netherlands,away,5d0ad83093084df7,3788770,away,same,exact
3788771,UEFA Euro,2020,UEFA Euro 2020,2021-06-22,croatia,scotland,home,0f19f991bfa7bc27,3788771,home,same,exact
3788772,UEFA Euro,2020,UEFA Euro 2020,2021-06-22,czech republic,england,away,e876b316dd9ca391,3788772,away,same,exact
3788773,UEFA Euro,2020,UEFA Euro 2020,2021-06-23,portugal,france,draw,a6c0c14b2875d2dc,3788773,draw,same,exact
3788774,UEFA Euro,2020,UEFA Euro 2020,2021-06-23,germany,hungary,draw,8c37b1c8b24bff7f,3788774,draw,same,exact
3788775,UEFA Euro,2020,UEFA Euro 2020,2021-06-23,slovakia,spain,away,33a9ce74d34679b1,3788775,away,same,exact
3788776,UEFA Euro,2020,UEFA Euro 2020,2021-06-23,sweden,poland,home,f519dcec2e6ee177,3788776,home,same,exact
3794685,UEFA Euro,2020,UEFA Euro 2020,2021-06-26,italy,austria,home,60817d316338ff11,3794685,draw,same,score_mismatch
3794686,UEFA Euro,2020,UEFA Euro 2020,2021-06-28,croatia,spain,away,39ab5b3554e9c0f1,3794686,draw,same,score_mismatch
3794687,UEFA Euro,2020,UEFA Euro 2020,2021-06-27,belgium,portugal,home,d7b6580a5161794e,3794687,home,same,exact
3794688,UEFA Euro,2020,UEFA Euro 2020,2021-06-29,england,germany,home,c6532bde2243b959,3794688,home,same,exact
3794689,UEFA Euro,2020,UEFA Euro 2020,2021-06-26,wales,denmark,away,52bde64edd0c751f,3794689,away,same,exact
3794690,UEFA Euro,2020,UEFA Euro 2020,2021-06-27,netherlands,czech republic,away,fa98961ca33587bd,3794690,away,same,exact
3794691,UEFA Euro,2020,UEFA Euro 2020,2021-06-28,france,switzerland,draw,f452030be32bff06,3794691,draw,same,exact
3794692,UEFA Euro,2020,UEFA Euro 2020,2021-06-29,sweden,ukraine,away,091cae13554ef48f,3794692,draw,same,score_mismatch
3795107,UEFA Euro,2020,UEFA Euro 2020,2021-07-02,belgium,italy,away,507f2c9ce4289c7a,3795107,away,same,exact
3795108,UEFA Euro,2020,UEFA Euro 2020,2021-07-02,switzerland,spain,draw,a3127ec3e05a570c,3795108,draw,same,exact
3795109,UEFA Euro,2020,UEFA Euro 2020,2021-07-03,czech republic,denmark,away,7959adcbfba13231,3795109,away,same,exact
3795187,UEFA Euro,2020,UEFA Euro 2020,2021-07-03,ukraine,england,away,e1f7315628101d97,3795187,away,same,exact
3795220,UEFA Euro,2020,UEFA Euro 2020,2021-07-06,italy,spain,draw,3085eceb88cfe8f6,3795220,draw,same,exact
3795221,UEFA Euro,2020,UEFA Euro 2020,2021-07-07,england,denmark,home,4414abe13948a00f,3795221,draw,same,score_mismatch
3795506,UEFA Euro,2020,UEFA Euro 2020,2021-07-11,italy,england,draw,444446337442b94d,3795506,draw,same,exact
3930158,UEFA Euro,2024,UEFA Euro 2024,2024-06-14,germany,scotland,home,901470bcd2563b2e,3930158,home,same,exact
3930159,UEFA Euro,2024,UEFA Euro 2024,2024-06-15,hungary,switzerland,away,463b3347c07fbe29,3930159,away,same,exact
3930160,UEFA Euro,2024,UEFA Euro 2024,2024-06-15,spain,croatia,home,e2262bef106494c2,3930160,home,same,exact
3930161,UEFA Euro,2024,UEFA Euro 2024,2024-06-15,italy,albania,home,ce1a99f0ea63882d,3930161,home,same,exact
3930162,UEFA Euro,2024,UEFA Euro 2024,2024-06-16,slovenia,denmark,draw,d4a8bf32e1941313,3930162,draw,same,exact
3930163,UEFA Euro,2024,UEFA Euro 2024,2024-06-16,serbia,england,away,552f5432fd9473f7,3930163,away,same,exact
3930164,UEFA Euro,2024,UEFA Euro 2024,2024-06-17,belgium,slovakia,away,ecce8eda1ce69aec,3930164,away,same,exact
3930165,UEFA Euro,2024,UEFA Euro 2024,2024-06-17,austria,france,away,0c0c9b2e3fa14e8e,3930165,away,same,exact
3930166,UEFA Euro,2024,UEFA Euro 2024,2024-06-18,portugal,czech republic,home,55f0768c01518c9e,3930166,home,same,exact
3930167,UEFA Euro,2024,UEFA Euro 2024,2024-06-19,croatia,albania,draw,91d242e43b94a51b,3930167,draw,same,exact
3930168,UEFA Euro,2024,UEFA Euro 2024,2024-06-19,germany,hungary,home,933ad0861319329a,3930168,home,same,exact
3930169,UEFA Euro,2024,UEFA Euro 2024,2024-06-19,scotland,switzerland,draw,05be85369a0fd426,3930169,draw,same,exact
3930170,UEFA Euro,2024,UEFA Euro 2024,2024-06-20,slovenia,serbia,draw,7cd23e47ce94ede9,3930170,draw,same,exact
3930171,UEFA Euro,2024,UEFA Euro 2024,2024-06-20,denmark,england,draw,7fa0c378b70468da,3930171,draw,same,exact
3930172,UEFA Euro,2024,UEFA Euro 2024,2024-06-20,spain,italy,home,d022a76d1d941a6d,3930172,home,same,exact
3930173,UEFA Euro,2024,UEFA Euro 2024,2024-06-21,netherlands,france,draw,c5e7b1a6415eafcb,3930173,draw,same,exact
3930174,UEFA Euro,2024,UEFA Euro 2024,2024-06-22,turkey,portugal,away,21521cc4602267c6,3930174,away,same,exact
3930175,UEFA Euro,2024,UEFA Euro 2024,2024-06-22,belgium,romania,home,e9f01f262d3852ff,3930175,home,same,exact
3930176,UEFA Euro,2024,UEFA Euro 2024,2024-06-23,switzerland,germany,draw,d5402ef8201e2882,3930176,draw,same,exact
3930177,UEFA Euro,2024,UEFA Euro 2024,2024-06-23,scotland,hungary,away,bf32aee612717858,3930177,away,same,exact
3930178,UEFA Euro,2024,UEFA Euro 2024,2024-06-24,croatia,italy,draw,93958cb48d32258a,3930178,draw,same,exact
3930179,UEFA Euro,2024,UEFA Euro 2024,2024-06-24,albania,spain,away,1eb022811b52b719,3930179,away,same,exact
3930180,UEFA Euro,2024,UEFA Euro 2024,2024-06-25,netherlands,austria,away,0b7a7d59ed708a05,3930180,away,same,exact
3930181,UEFA Euro,2024,UEFA Euro 2024,2024-06-25,england,slovenia,draw,49b432d62327a813,3930181,draw,same,exact
3930182,UEFA Euro,2024,UEFA Euro 2024,2024-06-25,denmark,serbia,draw,3662a6c847f39b99,3930182,draw,same,exact
3930183,UEFA Euro,2024,UEFA Euro 2024,2024-06-26,slovakia,romania,draw,c9f12ac69e936693,3930183,draw,same,exact
3930184,UEFA Euro,2024,UEFA Euro 2024,2024-06-26,czech republic,turkey,away,ee100a19ad574934,3930184,away,same,exact
3938637,UEFA Euro,2024,UEFA Euro 2024,2024-06-16,poland,netherlands,away,553d4743abc853ef,3938637,away,same,exact
3938638,UEFA Euro,2024,UEFA Euro 2024,2024-06-17,romania,ukraine,home,3e24f1d141195032,3938638,home,same,exact
3938639,UEFA Euro,2024,UEFA Euro 2024,2024-06-18,turkey,georgia,home,4f4128828d4243c9,3938639,home,same,exact
3938640,UEFA Euro,2024,UEFA Euro 2024,2024-06-21,slovakia,ukraine,away,e959fc425e0807f5,3938640,away,same,exact
3938641,UEFA Euro,2024,UEFA Euro 2024,2024-06-21,poland,austria,away,f8c09cb5d0ea353d,3938641,away,same,exact
3938642,UEFA Euro,2024,UEFA Euro 2024,2024-06-22,georgia,czech republic,draw,c3ebf9bf43e16591,3938642,draw,same,exact
3938643,UEFA Euro,2024,UEFA Euro 2024,2024-06-25,france,poland,draw,79e24f7f956f698e,3938643,draw,same,exact
3938644,UEFA Euro,2024,UEFA Euro 2024,2024-06-26,georgia,portugal,home,d53171dd4f0dc302,3938644,home,same,exact
3938645,UEFA Euro,2024,UEFA Euro 2024,2024-06-26,ukraine,belgium,draw,a063d666311122e1,3938645,draw,same,exact
3940878,UEFA Euro,2024,UEFA Euro 2024,2024-06-29,switzerland,italy,home,c9c9cbc3d831c631,3940878,home,same,exact
3940983,UEFA Euro,2024,UEFA Euro 2024,2024-06-29,germany,denmark,home,687c691c2b8369f2,3940983,home,same,exact
3941017,UEFA Euro,2024,UEFA Euro 2024,2024-06-30,england,slovakia,home,b8eb5c3dcb2671fb,3941017,draw,same,score_mismatch
3941018,UEFA Euro,2024,UEFA Euro 2024,2024-06-30,spain,georgia,home,8773d0c64a2423f6,3941018,home,same,exact
3941019,UEFA Euro,2024,UEFA Euro 2024,2024-07-01,france,belgium,home,e461f167bfc64cd0,3941019,home,same,exact
3941020,UEFA Euro,2024,UEFA Euro 2024,2024-07-01,portugal,slovenia,draw,ac2bf4123937150d,3941020,draw,same,exact
3941021,UEFA Euro,2024,UEFA Euro 2024,2024-07-02,romania,netherlands,away,594c5681ad2be2cf,3941021,away,same,exact
3941022,UEFA Euro,2024,UEFA Euro 2024,2024-07-02,austria,turkey,away,fe591fc1e2718624,3941022,away,same,exact
3942226,UEFA Euro,2024,UEFA Euro 2024,2024-07-05,spain,germany,home,c1038f55c8611d63,3942226,draw,same,score_mismatch
3942227,UEFA Euro,2024,UEFA Euro 2024,2024-07-06,england,switzerland,draw,9bd0a75a792cf0cd,3942227,draw,same,exact
3942349,UEFA Euro,2024,UEFA Euro 2024,2024-07-05,portugal,france,draw,36385acc74330aa7,3942349,draw,same,exact
3942382,UEFA Euro,2024,UEFA Euro 2024,2024-07-06,netherlands,turkey,home,b0b7f393b9c7481e,3942382,home,same,exact
3942752,UEFA Euro,2024,UEFA Euro 2024,2024-07-09,spain,france,home,5bfd72b5714436b8,3942752,home,same,exact
3942819,UEFA Euro,2024,UEFA Euro 2024,2024-07-10,netherlands,england,away,b2988601384b49c0,3942819,away,same,exact
3943043,UEFA Euro,2024,UEFA Euro 2024,2024-07-14,spain,england,home,c8d894f5a38c804e,3943043,home,same,exact
