sb_match_id,competition,season,competition_id,season_id,competition_label,match_date,home,away,norm_home,norm_away,home_score,away_score,fulltime_result,competition_stage,match_status,source_url
7550,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-22,Serbia,Switzerland,serbia,switzerland,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7551,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-23,Germany,Sweden,germany,sweden,2,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7552,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-23,Belgium,Tunisia,belgium,tunisia,5,2,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7553,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-23,South Korea,Mexico,south korea,mexico,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7554,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-24,England,Panama,england,panama,6,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7555,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-24,Poland,Colombia,poland,colombia,0,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7556,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-24,Japan,Senegal,japan,senegal,2,2,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7557,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-25,Iran,Portugal,iran,portugal,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7558,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-25,Uruguay,Russia,uruguay,russia,3,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7559,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-25,Saudi Arabia,Egypt,saudi arabia,egypt,2,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7560,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-25,Spain,Morocco,spain,morocco,2,2,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7561,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-26,Iceland,Croatia,iceland,croatia,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7562,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-26,Australia,Peru,australia,peru,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7563,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-26,Denmark,France,denmark,france,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7564,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-26,Nigeria,Argentina,nigeria,argentina,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7565,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-27,Serbia,Brazil,serbia,brazil,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7566,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-27,Mexico,Sweden,mexico,sweden,0,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7567,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-27,South Korea,Germany,south korea,germany,2,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7568,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-27,Switzerland,Costa Rica,switzerland,costa rica,2,2,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7569,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-28,Panama,Tunisia,panama,tunisia,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7570,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-28,England,Belgium,england,belgium,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7571,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-28,Senegal,Colombia,senegal,colombia,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7572,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-28,Japan,Poland,japan,poland,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7576,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-15,Portugal,Spain,portugal,spain,3,3,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7577,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-15,Morocco,Iran,morocco,iran,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7578,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-15,Egypt,Uruguay,egypt,uruguay,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7579,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-30,Uruguay,Portugal,uruguay,portugal,2,1,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7580,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-06-30,France,Argentina,france,argentina,4,3,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7581,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-01,Croatia,Denmark,croatia,denmark,1,1,draw,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7582,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-01,Spain,Russia,spain,russia,1,1,draw,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7583,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-02,Brazil,Mexico,brazil,mexico,2,0,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7584,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-02,Belgium,Japan,belgium,japan,3,2,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7585,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-03,Colombia,England,colombia,england,1,1,draw,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
7586,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-03,Sweden,Switzerland,sweden,switzerland,1,0,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
8649,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-06,Uruguay,France,uruguay,france,0,2,away,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
8650,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-06,Brazil,Belgium,brazil,belgium,1,2,away,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
8651,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-07,Sweden,England,sweden,england,0,2,away,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
8652,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-07,Russia,Croatia,russia,croatia,2,2,draw,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
8655,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-10,France,Belgium,france,belgium,1,0,home,Semi-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
8656,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-11,Croatia,England,croatia,england,2,1,home,Semi-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
8657,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-14,Belgium,England,belgium,england,2,0,home,3rd Place Final,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
8658,FIFA World Cup,2018,43,3,FIFA World Cup 2018,2018-07-15,France,Croatia,france,croatia,4,2,home,Final,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/3.json
3857254,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-22,Denmark,Tunisia,denmark,tunisia,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857255,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-01,Japan,Spain,japan,spain,2,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857256,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-02,Serbia,Switzerland,serbia,switzerland,2,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857257,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-30,Australia,Denmark,australia,denmark,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857258,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-24,Brazil,Serbia,brazil,serbia,2,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857259,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-28,Cameroon,Serbia,cameroon,serbia,3,3,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857260,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-30,Saudi Arabia,Mexico,saudi arabia,mexico,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857261,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-29,Wales,England,wales,england,0,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857262,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-02,South Korea,Portugal,south korea,portugal,2,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857263,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-27,Spain,Germany,spain,germany,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857264,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-30,Poland,Argentina,poland,argentina,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857265,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-22,Mexico,Poland,mexico,poland,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857266,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-26,France,Denmark,france,denmark,2,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857267,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-29,Ecuador,Senegal,ecuador,senegal,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857268,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-23,Belgium,Canada,belgium,canada,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857269,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-28,Brazil,Switzerland,brazil,switzerland,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857270,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-28,Portugal,Uruguay,portugal,uruguay,2,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857271,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-21,England,Iran,england,iran,6,2,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857272,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-25,England,United States,england,united states,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857273,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-25,Wales,Iran,wales,iran,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857274,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-25,Netherlands,Ecuador,netherlands,ecuador,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857275,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-30,Tunisia,France,tunisia,france,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857276,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-01,Canada,Morocco,canada,morocco,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857277,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-23,Morocco,Croatia,morocco,croatia,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857278,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-29,Iran,United States,iran,united states,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857279,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-22,France,Australia,france,australia,4,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857280,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-02,Cameroon,Brazil,cameroon,brazil,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857281,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-27,Croatia,Canada,croatia,canada,4,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857282,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-21,United States,Wales,united states,wales,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857283,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-27,Belgium,Morocco,belgium,morocco,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857284,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-23,Germany,Japan,germany,japan,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857285,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-21,Senegal,Netherlands,senegal,netherlands,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857286,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-20,Qatar,Ecuador,qatar,ecuador,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857287,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-24,Uruguay,South Korea,uruguay,south korea,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857288,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-26,Tunisia,Australia,tunisia,australia,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857289,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-26,Argentina,Mexico,argentina,mexico,2,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857290,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-24,Switzerland,Cameroon,switzerland,cameroon,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857291,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-23,Spain,Costa Rica,spain,costa rica,7,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857292,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-01,Costa Rica,Germany,costa rica,germany,2,4,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857293,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-02,Ghana,Uruguay,ghana,uruguay,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857294,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-29,Netherlands,Qatar,netherlands,qatar,2,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857295,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-27,Japan,Costa Rica,japan,costa rica,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857296,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-01,Croatia,Belgium,croatia,belgium,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857297,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-26,Poland,Saudi Arabia,poland,saudi arabia,2,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857298,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-24,Portugal,Ghana,portugal,ghana,3,2,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857299,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-28,South Korea,Ghana,south korea,ghana,2,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857300,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-22,Argentina,Saudi Arabia,argentina,saudi arabia,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3857301,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-11-25,Qatar,Senegal,qatar,senegal,1,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869117,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-03,Netherlands,United States,netherlands,united states,3,1,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869118,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-04,England,Senegal,england,senegal,3,0,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869151,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-03,Argentina,Australia,argentina,australia,2,1,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869152,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-04,France,Poland,france,poland,3,1,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869219,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-05,Japan,Croatia,japan,croatia,1,1,draw,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869220,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-06,Morocco,Spain,morocco,spain,0,0,draw,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869253,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-05,Brazil,South Korea,brazil,south korea,4,1,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869254,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-06,Portugal,Switzerland,portugal,switzerland,6,1,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869321,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-09,Netherlands,Argentina,netherlands,argentina,2,2,draw,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869354,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-10,England,France,england,france,1,2,away,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869420,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-09,Croatia,Brazil,croatia,brazil,1,1,draw,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869486,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-10,Morocco,Portugal,morocco,portugal,1,0,home,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869519,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-13,Argentina,Croatia,argentina,croatia,3,0,home,Semi-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869552,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-14,France,Morocco,france,morocco,2,0,home,Semi-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869684,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-17,Croatia,Morocco,croatia,morocco,2,1,home,3rd Place Final,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3869685,FIFA World Cup,2022,43,106,FIFA World Cup 2022,2022-12-18,Argentina,France,argentina,france,3,3,draw,Final,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/43/106.json
3788741,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-11,Turkey,Italy,turkey,italy,0,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788742,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-12,Denmark,Finland,denmark,finland,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788743,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-12,Belgium,Russia,belgium,russia,3,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788744,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-12,Wales,Switzerland,wales,switzerland,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788745,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-13,England,Croatia,england,croatia,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788746,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-13,Netherlands,Ukraine,netherlands,ukraine,3,2,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788747,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-13,Austria,North Macedonia,austria,macedonia,3,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788748,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-14,Scotland,Czech Republic,scotland,czech republic,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788749,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-14,Poland,Slovakia,poland,slovakia,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788750,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-14,Spain,Sweden,spain,sweden,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788751,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-15,France,Germany,france,germany,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788752,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-15,Hungary,Portugal,hungary,portugal,0,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788753,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-16,Finland,Russia,finland,russia,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788754,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-16,Italy,Switzerland,italy,switzerland,3,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788755,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-16,Turkey,Wales,turkey,wales,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788756,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-17,Netherlands,Austria,netherlands,austria,2,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788757,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-17,Denmark,Belgium,denmark,belgium,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788758,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-17,Ukraine,North Macedonia,ukraine,macedonia,2,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788759,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-18,England,Scotland,england,scotland,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788760,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-18,Croatia,Czech Republic,croatia,czech republic,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788761,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-18,Sweden,Slovakia,sweden,slovakia,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788762,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-19,Spain,Poland,spain,poland,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788763,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-19,Hungary,France,hungary,france,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788764,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-19,Portugal,Germany,portugal,germany,2,4,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
