sb_match_id,api_fixture_id,competition_label,kickoff_date,bridge_confidence,comp_type,raw_corpus,reconciled_corpus,international_population,exact_bridge_population,xg_snapshot_population,event_process_population,residual_population,primary_evaluation_population,loco_evaluation_population,dropped_at_stage,drop_reason,drop_detail
3857299,855757,FIFA World Cup 2022,2022-11-28,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857269,855758,FIFA World Cup 2022,2022-11-28,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857270,855759,FIFA World Cup 2022,2022-11-28,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857294,855760,FIFA World Cup 2022,2022-11-29,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857267,855761,FIFA World Cup 2022,2022-11-29,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857278,855762,FIFA World Cup 2022,2022-11-29,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857261,866683,FIFA World Cup 2022,2022-11-29,exact,international,1,1,1,1,1,1,1,1,1,,,
3857275,855763,FIFA World Cup 2022,2022-11-30,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857264,855764,FIFA World Cup 2022,2022-11-30,exact,international,1,1,1,1,1,1,1,1,1,,,
3857260,855765,FIFA World Cup 2022,2022-11-30,exact,international,1,1,1,1,1,1,1,1,1,,,
3857257,871854,FIFA World Cup 2022,2022-11-30,exact,international,1,1,1,1,1,1,1,1,1,,,
3857296,855766,FIFA World Cup 2022,2022-12-01,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857276,855767,FIFA World Cup 2022,2022-12-01,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857255,855768,FIFA World Cup 2022,2022-12-01,exact,international,1,1,1,1,1,1,1,1,1,,,
3857292,871855,FIFA World Cup 2022,2022-12-01,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857262,855769,FIFA World Cup 2022,2022-12-02,exact,international,1,1,1,1,1,1,1,1,1,,,
3857293,855770,FIFA World Cup 2022,2022-12-02,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857280,855771,FIFA World Cup 2022,2022-12-02,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857256,855772,FIFA World Cup 2022,2022-12-02,exact,international,1,1,1,1,1,1,1,1,1,,,
3869117,976533,FIFA World Cup 2022,2022-12-03,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869151,976642,FIFA World Cup 2022,2022-12-03,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869118,976534,FIFA World Cup 2022,2022-12-04,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869152,976643,FIFA World Cup 2022,2022-12-04,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869219,977344,FIFA World Cup 2022,2022-12-05,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869253,977705,FIFA World Cup 2022,2022-12-05,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869220,977345,FIFA World Cup 2022,2022-12-06,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869254,977706,FIFA World Cup 2022,2022-12-06,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869321,977794,FIFA World Cup 2022,2022-12-09,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869420,978072,FIFA World Cup 2022,2022-12-09,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869354,978036,FIFA World Cup 2022,2022-12-10,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869486,978088,FIFA World Cup 2022,2022-12-10,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869519,978279,FIFA World Cup 2022,2022-12-13,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869552,978488,FIFA World Cup 2022,2022-12-14,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869684,979138,FIFA World Cup 2022,2022-12-17,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869685,979139,FIFA World Cup 2022,2022-12-18,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788741,657674,UEFA Euro 2020,2021-06-11,exact,international,1,1,1,1,1,1,1,1,1,,,
3788744,657675,UEFA Euro 2020,2021-06-12,exact,international,1,1,1,1,1,1,1,1,1,,,
3788742,657676,UEFA Euro 2020,2021-06-12,exact,international,1,1,1,1,1,1,1,1,1,,,
3788743,657677,UEFA Euro 2020,2021-06-12,exact,international,1,1,1,1,1,1,1,1,1,,,
3788745,657678,UEFA Euro 2020,2021-06-13,exact,international,1,1,1,1,1,1,1,1,1,,,
3788747,657679,UEFA Euro 2020,2021-06-13,exact,international,1,1,1,1,1,1,1,1,1,,,
3788746,657680,UEFA Euro 2020,2021-06-13,exact,international,1,1,1,1,1,1,1,1,1,,,
3788748,657681,UEFA Euro 2020,2021-06-14,exact,international,1,1,1,1,1,1,1,1,1,,,
3788749,657682,UEFA Euro 2020,2021-06-14,exact,international,1,1,1,1,1,1,1,1,1,,,
3788750,657683,UEFA Euro 2020,2021-06-14,exact,international,1,1,1,1,1,1,1,1,1,,,
3788752,657684,UEFA Euro 2020,2021-06-15,exact,international,1,1,1,1,1,1,1,1,1,,,
3788751,657685,UEFA Euro 2020,2021-06-15,exact,international,1,1,1,1,1,1,1,1,1,,,
3788753,657686,UEFA Euro 2020,2021-06-16,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788755,657687,UEFA Euro 2020,2021-06-16,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788754,657688,UEFA Euro 2020,2021-06-16,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788758,657689,UEFA Euro 2020,2021-06-17,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788757,657690,UEFA Euro 2020,2021-06-17,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788756,657691,UEFA Euro 2020,2021-06-17,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788761,657692,UEFA Euro 2020,2021-06-18,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788760,657693,UEFA Euro 2020,2021-06-18,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788759,657694,UEFA Euro 2020,2021-06-18,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788763,657695,UEFA Euro 2020,2021-06-19,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788764,657696,UEFA Euro 2020,2021-06-19,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788762,657697,UEFA Euro 2020,2021-06-19,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788765,657698,UEFA Euro 2020,2021-06-20,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788766,657699,UEFA Euro 2020,2021-06-20,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788767,657700,UEFA Euro 2020,2021-06-21,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788770,657701,UEFA Euro 2020,2021-06-21,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788769,657702,UEFA Euro 2020,2021-06-21,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788768,657703,UEFA Euro 2020,2021-06-21,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788771,657704,UEFA Euro 2020,2021-06-22,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788772,657705,UEFA Euro 2020,2021-06-22,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788776,657706,UEFA Euro 2020,2021-06-23,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788775,657707,UEFA Euro 2020,2021-06-23,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788773,657708,UEFA Euro 2020,2021-06-23,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788774,657709,UEFA Euro 2020,2021-06-23,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794689,713160,UEFA Euro 2020,2021-06-26,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794685,713161,UEFA Euro 2020,2021-06-26,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794690,713471,UEFA Euro 2020,2021-06-27,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794687,713473,UEFA Euro 2020,2021-06-27,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794686,713472,UEFA Euro 2020,2021-06-28,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794691,713474,UEFA Euro 2020,2021-06-28,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794688,713475,UEFA Euro 2020,2021-06-29,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794692,713476,UEFA Euro 2020,2021-06-29,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795107,718242,UEFA Euro 2020,2021-07-02,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795108,718243,UEFA Euro 2020,2021-07-02,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795109,718186,UEFA Euro 2020,2021-07-03,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795187,718252,UEFA Euro 2020,2021-07-03,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795220,721122,UEFA Euro 2020,2021-07-06,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795221,721123,UEFA Euro 2020,2021-07-07,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795506,723370,UEFA Euro 2020,2021-07-11,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930158,1145509,UEFA Euro 2024,2024-06-14,exact,international,1,1,1,1,1,1,1,1,1,,,
3930159,1145510,UEFA Euro 2024,2024-06-15,exact,international,1,1,1,1,1,1,1,1,1,,,
3930160,1145511,UEFA Euro 2024,2024-06-15,exact,international,1,1,1,1,1,1,1,1,1,,,
3930161,1145512,UEFA Euro 2024,2024-06-15,exact,international,1,1,1,1,1,1,1,1,1,,,
3930162,1145513,UEFA Euro 2024,2024-06-16,exact,international,1,1,1,1,1,1,1,1,1,,,
3930163,1145514,UEFA Euro 2024,2024-06-16,exact,international,1,1,1,1,1,1,1,1,1,,,
3938637,1189846,UEFA Euro 2024,2024-06-16,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930165,1145515,UEFA Euro 2024,2024-06-17,exact,international,1,1,1,1,1,1,1,1,1,,,
3930164,1145516,UEFA Euro 2024,2024-06-17,exact,international,1,1,1,1,1,1,1,1,1,,,
3938638,1189847,UEFA Euro 2024,2024-06-17,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930166,1145517,UEFA Euro 2024,2024-06-18,exact,international,1,1,1,1,1,1,1,1,1,,,
3938639,1189848,UEFA Euro 2024,2024-06-18,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930169,1145518,UEFA Euro 2024,2024-06-19,exact,international,1,1,1,1,1,1,1,1,1,,,
3930168,1145519,UEFA Euro 2024,2024-06-19,exact,international,1,1,1,1,1,1,1,1,1,,,
3930167,1145520,UEFA Euro 2024,2024-06-19,exact,international,1,1,1,1,1,1,1,1,1,,,
3930172,1145521,UEFA Euro 2024,2024-06-20,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930171,1145522,UEFA Euro 2024,2024-06-20,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930170,1145523,UEFA Euro 2024,2024-06-20,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930173,1145524,UEFA Euro 2024,2024-06-21,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938640,1189849,UEFA Euro 2024,2024-06-21,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938641,1189850,UEFA Euro 2024,2024-06-21,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930175,1145525,UEFA Euro 2024,2024-06-22,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930174,1145526,UEFA Euro 2024,2024-06-22,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938642,1189851,UEFA Euro 2024,2024-06-22,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930176,1145527,UEFA Euro 2024,2024-06-23,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930177,1145528,UEFA Euro 2024,2024-06-23,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930178,1145529,UEFA Euro 2024,2024-06-24,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930179,1145530,UEFA Euro 2024,2024-06-24,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930181,1145531,UEFA Euro 2024,2024-06-25,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930182,1145532,UEFA Euro 2024,2024-06-25,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930180,1145533,UEFA Euro 2024,2024-06-25,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938643,1189852,UEFA Euro 2024,2024-06-25,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930183,1145534,UEFA Euro 2024,2024-06-26,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930184,1145535,UEFA Euro 2024,2024-06-26,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938645,1189853,UEFA Euro 2024,2024-06-26,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938644,1189854,UEFA Euro 2024,2024-06-26,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3940878,1212958,UEFA Euro 2024,2024-06-29,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3940983,1214156,UEFA Euro 2024,2024-06-29,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941017,1215074,UEFA Euro 2024,2024-06-30,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941018,1215075,UEFA Euro 2024,2024-06-30,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941019,1215073,UEFA Euro 2024,2024-07-01,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941020,1215076,UEFA Euro 2024,2024-07-01,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941021,1215077,UEFA Euro 2024,2024-07-02,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941022,1215078,UEFA Euro 2024,2024-07-02,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3942226,1219688,UEFA Euro 2024,2024-07-05,exact,international,1,1,1,1,0,0,0,0,0,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
